Date,Open,High,Low,Close,Adj Close,Volume
1/3/2000,39.827702,40.900398,40.900398,40.900398,40.900398,0
1/4/2000,40.889801,40.889801,40.889801,40.889801,40.889801,0
1/5/2000,39.562199,39.562199,39.562199,39.562199,39.562199,0
1/6/2000,39.2967,39.2967,39.2967,39.2967,39.2967,0
1/7/2000,39.2967,39.827702,39.827702,39.827702,39.827702,0
1/10/2000,39.827702,39.827702,38.765701,39.2967,39.2967,188
1/11/2000,39.2967,40.358799,39.827702,40.358799,40.358799,188
1/12/2000,40.358799,40.358799,40.358799,40.0933,40.0933,38
1/13/2000,40.0933,40.0933,40.0933,40.0933,40.0933,0
1/14/2000,39.2967,39.2967,39.2967,39.2967,39.2967,94
1/18/2000,38.765701,38.765701,38.765701,39.0312,39.0312,141
1/19/2000,39.0312,39.0312,39.0312,39.0312,39.0312,188
1/20/2000,39.0312,39.0312,38.765701,38.765701,38.765701,122
1/21/2000,38.7603,38.7603,38.7603,38.7603,38.7603,0
1/24/2000,38.712601,38.712601,38.712601,38.712601,38.712601,0
1/25/2000,38.229301,38.229301,38.229301,38.229301,38.229301,0
1/26/2000,37.1726,37.1726,37.1726,37.1726,37.1726,0
1/27/2000,36.1105,36.1105,36.1105,36.1105,36.1105,0
1/28/2000,36.1105,36.1105,36.1105,36.1105,36.1105,0
1/31/2000,35.579399,35.579399,35.579399,35.579399,35.579399,188
2/1/2000,36.641499,36.641499,36.641499,36.583099,36.583099,94
2/2/2000,36.535301,36.641499,36.1105,36.1105,36.1105,377
2/3/2000,35.579399,35.579399,35.579399,35.579399,35.579399,0
2/4/2000,36.641499,36.641499,36.641499,36.641499,36.641499,0
2/7/2000,38.2346,38.2346,38.2346,38.2346,38.2346,0
2/8/2000,38.2346,38.2346,38.2346,38.2346,38.2346,0
2/9/2000,38.765701,38.765701,38.765701,38.765701,38.765701,0
2/10/2000,39.827702,39.827702,39.827702,39.827702,39.827702,0
2/11/2000,39.827702,39.827702,39.827702,39.827702,39.827702,0
2/14/2000,39.827702,41.420799,40.624298,40.889801,40.889801,188
2/15/2000,40.889801,40.889801,40.889801,40.889801,40.889801,0
2/16/2000,40.889801,40.889801,40.889801,40.889801,40.889801,0
2/17/2000,40.889801,40.358799,40.358799,40.358799,40.358799,0
2/18/2000,40.358799,40.358799,40.358799,40.358799,40.358799,0
2/22/2000,38.765701,38.765701,38.765701,38.765701,38.765701,56
2/23/2000,38.765701,38.765701,38.765701,38.765701,38.765701,0
2/24/2000,38.2346,38.500099,38.500099,38.500099,38.500099,0
2/25/2000,38.500099,38.500099,38.500099,38.500099,38.500099,0
2/28/2000,38.500099,40.358799,40.358799,40.358799,40.358799,0
2/29/2000,39.827702,39.827702,39.827702,39.827702,39.827702,0
3/1/2000,39.827702,39.827702,39.827702,39.827702,39.827702,0
3/2/2000,39.827702,39.827702,39.827702,39.827702,39.827702,0
3/3/2000,39.827702,39.827702,39.827702,39.827702,39.827702,0
3/6/2000,39.562199,38.765701,38.2346,38.765701,38.765701,188
3/7/2000,38.2346,38.2346,38.2346,38.2346,38.2346,0
3/8/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/9/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/10/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/13/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/14/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/15/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/16/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/17/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
3/20/2000,37.1726,37.1726,37.1726,37.1726,37.1726,0
3/21/2000,37.1726,37.1726,37.1726,37.1726,37.1726,0
3/22/2000,37.1726,37.1726,37.1726,37.1726,37.1726,0
3/23/2000,35.3139,35.3139,35.3139,35.3139,35.3139,68
3/24/2000,35.048401,35.048401,35.048401,35.048401,35.048401,0
3/27/2000,35.048401,35.048401,35.048401,35.048401,35.048401,0
3/28/2000,35.579399,35.579399,35.579399,35.579399,35.579399,0
3/29/2000,35.579399,35.579399,35.579399,35.579399,35.579399,0
3/30/2000,35.048401,35.048401,35.048401,35.048401,35.048401,0
3/31/2000,35.048401,35.048401,35.048401,35.048401,35.048401,0
4/3/2000,35.579399,35.579399,35.579399,35.579399,35.579399,0
4/4/2000,35.579399,35.579399,35.579399,35.579399,35.579399,0
4/5/2000,36.641499,36.641499,36.641499,36.641499,36.641499,0
4/6/2000,36.641499,36.641499,36.641499,36.641499,36.641499,0
4/7/2000,36.375999,36.375999,36.375999,36.375999,36.375999,0
4/10/2000,36.1105,38.765701,36.1105,37.703602,37.703602,377
4/11/2000,37.703602,37.703602,37.703602,37.703602,37.703602,188
4/12/2000,37.703602,37.703602,37.703602,37.703602,37.703602,0
4/13/2000,37.1726,37.1726,37.1726,37.1726,37.1726,56
4/14/2000,36.1105,36.1105,35.048401,35.048401,35.048401,96
4/17/2000,30.8001,30.8001,30.8001,30.8001,30.8001,0
4/18/2000,31.3312,31.8622,31.8622,31.8622,31.8622,0
4/19/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
4/20/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
4/24/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
4/25/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
4/26/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
4/27/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
4/28/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
5/1/2000,31.8622,31.8622,31.8622,31.8622,31.8622,0
